ADCP_Location,Lsmaj,Lsmaj_ci,Lsmin,Lsmin_ci,bottomFriction,frq,g,g_ci,lat,lind,lon,name,reftime,theta,theta_ci,umean,vmean
GP4,0.44527774058169967,0.043029883501292214,-0.026729042524691965,0.024513879424344784,wesley,0.08356149244306686,332.4749753652011,5.570123506031309,44.2605,58.0,-66.3354,K2  ,735092.5,104.5502852499005,3.1772467763719887,0.06857114873376415,0.11205868571483929
GP5,0.013456235789903927,0.0057961053299791995,0.0012136377516084517,0.006403098145339569,wesley,0.037218502479765964,103.53720032159973,24.930122339434106,44.2505,10.0,-66.3381,Q1  ,735092.5,129.800912971844,27.658219223586055,0.17399925425180454,0.09977969069091969
GP5,0.005420149310347965,0.004097481730540355,-0.0014468029496598265,0.007523239279311801,wesley,0.03873065444906231,133.7559693264824,51.90711266233886,44.2505,12.0,-66.3381,O1  ,735092.5,83.02922016785674,86.53906979771604,0.17399925425180454,0.09977969069091969
GP5,0.011780721993218054,0.00481044366623333,-0.0030854189680258734,0.022945295520355603,wesley,0.04155258711179991,56.817363571031976,40.20772547672995,44.2505,18.0,-66.3381,P1  ,735092.5,83.34439700101035,120.04347456459055,0.17399925425180454,0.09977969069091969
GP5,0.020121398494693608,0.005371623139478271,-0.009852779740761871,0.024203714434769708,wesley,0.04178074622153343,14.987170410127462,48.729601399183686,44.2505,20.0,-66.3381,K1  ,735092.5,81.51122792883726,91.16053678371213,0.17399925425180454,0.09977969069091969
GP5,0.046077753189220694,0.0103046442999853,0.0012879005086081537,0.0069147337909593615,wesley,0.07899924870129939,289.74750228794727,12.823602622197972,44.2505,41.0,-66.3381,N2  ,735092.5,83.29591559464966,8.613748665823486,0.17399925425180454,0.09977969069091969
GP5,0.4163637630206903,0.010253479784098931,0.06600682661800183,0.007081555702238415,wesley,0.08051140067059574,321.3589264147887,1.4557414792748193,44.2505,47.0,-66.3381,M2  ,735092.5,79.70970691931852,1.0258233136913546,0.17399925425180454,0.09977969069091969
GP5,0.02432191931548721,0.022354281037622676,0.020137236981829496,0.01239844114554683,wesley,0.08333333333333333,181.963795099112,183.3966119888069,44.2505,56.0,-66.3381,S2  ,735092.5,19.32800995398958,166.4249254879576,0.17399925425180454,0.09977969069091969
GP5,0.07265495361867638,0.013816148539810396,0.012122358384329544,0.024889969971635808,wesley,0.08356149244306686,318.4239380331185,11.7126703058484,44.2505,58.0,-66.3381,K2  ,735092.5,67.95861448929101,20.2726979370903,0.17399925425180454,0.09977969069091969
PP1,0.005539878207782206,0.006597828204816393,0.002637645371785735,0.008174914194689619,wesley,0.037218502479700814,284.24306256174106,102.50077850026288,44.4067,10.0,-66.2114,Q1  ,735148.6840277778,109.8559740262639,117.05117152108345,-0.12376846232547241,0.47370494940351726
PP1,0.01299445742053093,0.006865619856102407,-0.0024521486379141975,0.007750519149485104,wesley,0.038730654449087236,92.72802349433277,32.05223938079095,44.4067,12.0,-66.2114,O1  ,735148.6840277778,59.47307962242719,35.976067209155445,-0.12376846232547241,0.47370494940351726
PP1,0.028508936225373115,0.007146638976804409,0.0008752905757110109,0.020254450558091094,wesley,0.041552587111796956,250.50465340520492,14.448373495141057,44.4067,18.0,-66.2114,P1  ,735148.6840277778,80.19389132010308,40.69860226775109,-0.12376846232547241,0.47370494940351726
PP1,0.02758640683990519,0.008833798461024476,-0.0013134654719826645,0.02079888817664881,wesley,0.04178074622153637,284.6527544257636,18.52497935546157,44.4067,20.0,-66.2114,K1  ,735148.6840277778,72.70030668071091,43.25822431762563,-0.12376846232547241,0.47370494940351726
PP1,0.2482081895912146,0.038161440036761994,-0.029817123392611736,0.007502255849687568,wesley,0.07899924870123719,321.5260559795498,8.940276591574298,44.4067,41.0,-66.2114,N2  ,735148.6840277778,88.39667092242041,2.059261099131935,-0.12376846232547241,0.47370494940351726
PP1,1.5484389820005982,0.037997173752289344,0.008216710892293144,0.008318099972179324,wesley,0.08051140067062361,332.6000647690557,1.4058424725970844,44.4067,47.0,-66.2114,M2  ,735148.6840277778,95.68269706252303,0.3079265999807257,-0.12376846232547241,0.47370494940351726
PP1,0.23782528596618482,0.03741191725188444,0.029680642024664722,0.022089441234507498,wesley,0.08333333333333333,47.431186087942066,9.180395127754593,44.4067,56.0,-66.2114,S2  ,735148.6840277778,76.28681755460588,5.525500023555859,-0.12376846232547241,0.47370494940351726
PP1,0.29253639092189665,0.03778883260507167,0.09761300613605031,0.02437940929630773,wesley,0.08356149244307275,349.4821208095872,8.485523236614915,44.4067,58.0,-66.2114,K2  ,735148.6840277778,101.47636878312672,6.063670626973296,-0.12376846232547241,0.47370494940351726
PP2,0.00421467172879258,0.004974677986624567,0.0021038415578802424,0.00831477460011396,wesley,0.037218502479705526,339.7881609631703,117.31341365431176,44.4016,10.0,-66.2102,Q1  ,735144.6180555555,18.1252665756462,156.47076349411134,-0.13032068495698962,0.06991978211304281
PP2,0.005002274974421462,0.0076089226582138365,0.000929304942851956,0.0059585493108367995,wesley,0.03873065444908543,49.33372541777195,91.19216847825676,44.4016,12.0,-66.2102,O1  ,735144.6180555555,57.01803169517626,72.7293936335171,-0.13032068495698962,0.06991978211304281
PP2,0.04620358454519079,0.009418707360664216,0.014681756593434205,0.013389660317208014,wesley,0.04155258711179717,108.55001017201347,14.258028701386882,44.4016,18.0,-66.2102,P1  ,735144.6180555555,110.45331155519493,18.92131210075031,-0.13032068495698962,0.06991978211304281
PP2,0.06444111805550301,0.009148396049147665,0.017021536595895594,0.014492889982507341,wesley,0.04178074622153616,123.2743525859637,9.46726600784112,44.4016,20.0,-66.2102,K1  ,735144.6180555555,104.77600290450187,14.059218022056982,-0.13032068495698962,0.06991978211304281
PP2,0.4061769915450313,0.052709447688405714,0.00583437659141034,0.014779331566529724,wesley,0.07899924870124168,322.5611436204455,7.4385979284877175,44.4016,41.0,-66.2102,N2  ,735144.6180555555,105.16392310531478,2.087560015122112,-0.13032068495698962,0.06991978211304281
PP2,2.5130631684762346,0.0531697887005621,0.020239370716899296,0.013114995133638112,wesley,0.08051140067062158,332.38400585038073,1.2117693639910676,44.4016,47.0,-66.2102,M2  ,735144.6180555555,103.26429900887786,0.29931645573133225,-0.13032068495698962,0.06991978211304281
PP2,0.6115462347434679,0.052378133948500494,0.06133825034282303,0.02088365729243387,wesley,0.08333333333333333,38.123105288217346,4.961758705382564,44.4016,56.0,-66.2102,S2  ,735144.6180555555,107.00314797988912,2.0376015529402007,-0.13032068495698962,0.06991978211304281
PP2,0.41842331334925564,0.05098152040016977,0.040297968709411824,0.02537188854116547,wesley,0.08356149244307232,292.50301274018733,7.058733346580595,44.4016,58.0,-66.2102,K2  ,735144.6180555555,111.98492558552604,3.569440534364632,-0.13032068495698962,0.06991978211304281
PP3,0.014498742917080067,0.007506822496021895,0.00018021883163205424,0.004247312845156181,wesley,0.037218502479705526,13.107431967638306,29.840142202572366,44.3843,10.0,-66.2087,Q1  ,735144.6215277778,71.5676654745996,16.696372934693958,-0.07920970649546764,-0.3053689451583383
PP3,0.02693144912086254,0.0075832764900914135,-0.0008731628584332431,0.004100389285652019,wesley,0.03873065444908543,31.910893146503582,16.184483047026553,44.3843,12.0,-66.2087,O1  ,735144.6215277778,73.56232379941028,8.730037549689477,-0.07920970649546764,-0.3053689451583383
PP3,0.031160887862404826,0.007923607178297775,-0.004612133990943035,0.011279237676742737,wesley,0.04155258711179717,133.41316960239197,15.222004635457738,44.3843,18.0,-66.2087,P1  ,735144.6215277778,97.89632931463261,21.319670772419318,-0.07920970649546764,-0.3053689451583383
PP3,0.038928057163876165,0.008103929330999573,-0.001081359427798665,0.011895699957093773,wesley,0.04178074622153616,122.13417907613146,11.939340895419921,44.3843,20.0,-66.2087,K1  ,735144.6215277778,102.77436864055726,17.536432864949372,-0.07920970649546764,-0.3053689451583383
PP3,0.43517081559867055,0.06948108191177915,0.0021044853545230113,0.0059292076510886514,wesley,0.07899924870124168,320.5159643645774,9.152176285152365,44.3843,41.0,-66.2087,N2  ,735144.6215277778,85.89346908155477,0.7815143942786696,-0.07920970649546764,-0.3053689451583383
PP3,2.706857182665674,0.06954194637238778,-0.032015339164475076,0.005492268403954746,wesley,0.08051140067062158,332.6279325087557,1.4718652534408099,44.3843,47.0,-66.2087,M2  ,735144.6215277778,86.36059124940698,0.11758787686885157,-0.07920970649546764,-0.3053689451583383
PP3,0.6696807626382482,0.06959925366225421,0.06813797526638521,0.011561203634969954,wesley,0.08333333333333333,32.5878221363824,6.028151316490971,44.3843,56.0,-66.2087,S2  ,735144.6215277778,88.76523151882502,1.1714205335500172,-0.07920970649546764,-0.3053689451583383
PP3,0.4289693152335372,0.06928494221293695,0.05028795567756239,0.015147547490533835,wesley,0.08356149244307232,283.77131070476696,9.382960609525458,44.3843,58.0,-66.2087,K2  ,735144.6215277778,96.26620719192057,2.3282182836947527,-0.07920970649546764,-0.3053689451583383
PP4,0.006467429585023275,0.009391422669646382,0.0017028388598585367,0.007516095231429855,wesley,0.037218502479705526,341.71032193089553,91.75731221961918,44.3716,10.0,-66.2105,Q1  ,735144.6180555555,55.86090005322064,74.95288685331198,-0.11273193519653367,-0.22814609377173098
PP4,0.009709280743731886,0.00984498881340306,0.0015840176941433115,0.006904885593070486,wesley,0.03873065444908543,79.38175417439241,59.86472021916672,44.3716,12.0,-66.2105,O1  ,735144.6180555555,61.77286913665161,43.12819363508128,-0.11273193519653367,-0.22814609377173098
PP4,0.009808515322712277,0.016778280937285395,-0.0037125810101507743,0.01084555960335061,wesley,0.04155258711179717,146.4035366891224,117.8268200849873,44.3716,18.0,-66.2105,P1  ,735144.6180555555,5.01714385274569,85.66613537401183,-0.11273193519653367,-0.22814609377173098
PP4,0.018841746223858924,0.010801739270968332,-0.0024038255389408954,0.017892349320486955,wesley,0.04178074622153616,58.77353047298128,34.11292384103979,44.3716,20.0,-66.2105,K1  ,735144.6180555555,92.31931215811032,55.49849008304367,-0.11273193519653367,-0.22814609377173098
PP4,0.2609799527437633,0.03942103666323268,-0.0027077144134189657,0.008814753548479095,wesley,0.07899924870124168,322.7757790359904,8.66254241963389,44.3716,41.0,-66.2105,N2  ,735144.6180555555,79.25795929132642,1.9361475241669583,-0.11273193519653367,-0.22814609377173098
PP4,1.4744367329400199,0.039542244756563406,-0.020384943794998556,0.00841771869342108,wesley,0.08051140067062158,331.2527311439264,1.5361260274942095,44.3716,47.0,-66.2105,M2  ,735144.6180555555,80.02440648810162,0.32800723524149067,-0.11273193519653367,-0.22814609377173098
PP4,0.32474940264449237,0.039971305566010744,0.01614239255392333,0.017314351771962413,wesley,0.08333333333333333,35.32264370432242,7.082150396174072,44.3716,56.0,-66.2105,S2  ,735144.6180555555,84.93450356814677,3.078133636396217,-0.11273193519653367,-0.22814609377173098
PP4,0.2161635791117923,0.04012887857663018,-0.00414070989542617,0.019567131367181387,wesley,0.08356149244307232,299.7811281579246,10.636941097086996,44.3716,58.0,-66.2105,K2  ,735144.6180555555,88.62675158692949,5.194218975093022,-0.11273193519653367,-0.22814609377173098
PP5,0.008170773101459012,0.006512816921255271,-0.0041233524475655075,0.0054810269431600405,wesley,0.03721850247971171,172.96272662887986,66.85284983269723,44.3646,10.0,-66.2104,Q1  ,735139.2916666666,159.43716042770268,59.967604412541675,-0.14352589969888865,-0.10430958363396016
PP5,0.020298820074563025,0.005565198368741552,0.0027361794417462646,0.006247983953243689,wesley,0.03873065444908307,61.84003737620753,16.125280448167807,44.3646,12.0,-66.2104,O1  ,735139.2916666666,62.480208170838814,18.150595345160898,-0.14352589969888865,-0.10430958363396016
PP5,0.04508289244037687,0.021844655632100696,0.010856561781140254,0.020324738377697486,wesley,0.041552587111797455,326.6789215382067,29.800874099973687,44.3646,18.0,-66.2104,P1  ,735139.2916666666,43.09449431388471,28.422708181502315,-0.14352589969888865,-0.10430958363396016
PP5,0.05129885258027332,0.025987378035118115,0.013526124179152301,0.01846086979268458,wesley,0.04178074622153588,352.4419384596525,31.395815879394785,44.3646,20.0,-66.2104,K1  ,735139.2916666666,35.12630073872117,23.81523030836185,-0.14352589969888865,-0.10430958363396016
PP5,0.11569239361757323,0.014402832430767875,-0.005598447287625805,0.00942425597751955,wesley,0.0789992487012476,312.8158202829437,7.1532222190120835,44.3646,41.0,-66.2104,N2  ,735139.2916666666,60.86521810243288,4.691016400953836,-0.14352589969888865,-0.10430958363396016
PP5,0.6438823219932013,0.014817336484484493,-0.055535564208960164,0.008758672051440033,wesley,0.08051140067061895,333.31345791383416,1.3271835599126447,44.3646,47.0,-66.2104,M2  ,735139.2916666666,64.51277072211123,0.7949465177549807,-0.14352589969888865,-0.10430958363396016
