ADCP_Location,Lsmaj,Lsmin,bottomFriction,frq,g,lat,lind,lon,name,reftime,theta,umean,vmean
PP3,0.3858526629774936,0.0003844575911881587,wesley,0.07899924870164445,307.3524452212083,44.3843,41.0,-66.2087,N2  ,734780.7638888889,86.11742547760889,0.014134602708065592,-0.21858403186778638
PP3,2.211767830445841,0.0011428918489209128,wesley,0.08051140067044102,333.9189000158179,44.3843,47.0,-66.2087,M2  ,734780.7638888889,86.01598070596056,0.014134602708065592,-0.21858403186778638
PP3,0.47707759265374056,0.0017021781186131735,wesley,0.08333333333333333,312.05951170134927,44.3843,56.0,-66.2087,S2  ,734780.7638888889,85.99351086876445,0.014134602708065592,-0.21858403186778638
PP3,0.4954789276846392,0.0008153063184630771,wesley,0.08356149244303412,134.3756335350896,44.3843,58.0,-66.2087,K2  ,734780.7638888889,85.86900697716567,0.014134602708065592,-0.21858403186778638
PP4,0.0032716637144101193,0.00021703351761175613,wesley,0.03721850248012738,338.3845009877078,44.3716,10.0,-66.2105,Q1  ,734780.7638888889,85.16358678248523,-0.10122418014042531,-0.03275209624960109
PP4,0.005284005151281513,-0.0008701057341456899,wesley,0.03873065444892396,40.68334539231868,44.3716,12.0,-66.2105,O1  ,734780.7638888889,62.33945990877801,-0.10122418014042531,-0.03275209624960109
PP4,0.01479728408274835,-0.0018354757514964055,wesley,0.04155258711181626,71.58578782580327,44.3716,18.0,-66.2105,P1  ,734780.7638888889,93.11271528964576,-0.10122418014042531,-0.03275209624960109
PP4,0.02211959346288938,-0.0008624710347239547,wesley,0.04178074622151706,96.45126496443092,44.3716,20.0,-66.2105,K1  ,734780.7638888889,86.17654962770426,-0.10122418014042531,-0.03275209624960109
PP4,0.22418744852328026,-0.005965629496652733,wesley,0.07899924870164445,309.5214846590365,44.3716,41.0,-66.2105,N2  ,734780.7638888889,82.48008839229786,-0.10122418014042531,-0.03275209624960109
PP4,1.2540675152281717,-0.03545243701967371,wesley,0.08051140067044102,335.9181632628897,44.3716,47.0,-66.2105,M2  ,734780.7638888889,83.61831037374141,-0.10122418014042531,-0.03275209624960109
PP4,0.26558743881658076,-0.02285922697759535,wesley,0.08333333333333333,318.7759800567401,44.3716,56.0,-66.2105,S2  ,734780.7638888889,84.17750928592767,-0.10122418014042531,-0.03275209624960109
PP4,0.2620638044358525,-0.012906538632887488,wesley,0.08356149244303412,137.6165031638211,44.3716,58.0,-66.2105,K2  ,734780.7638888889,87.1866887987791,-0.10122418014042531,-0.03275209624960109
PP5,0.004118740654427643,-0.00022053947656013777,wesley,0.03721850248012738,357.15433989112057,44.3646,10.0,-66.2104,Q1  ,734780.7638888889,76.61679988951315,-0.08813063430850414,-0.278224098928794
PP5,0.0069014073599332195,-0.000532298853004951,wesley,0.03873065444892396,58.90179644059487,44.3646,12.0,-66.2104,O1  ,734780.7638888889,73.38810054305645,-0.08813063430850414,-0.278224098928794
PP5,0.01065012111555843,-0.0006219344739640939,wesley,0.04155258711181626,89.20420921746033,44.3646,18.0,-66.2104,P1  ,734780.7638888889,79.90158623242172,-0.08813063430850414,-0.278224098928794
PP5,0.01783800420013299,-0.00042922622449165226,wesley,0.04178074622151706,90.44929982688579,44.3646,20.0,-66.2104,K1  ,734780.7638888889,74.74720636910288,-0.08813063430850414,-0.278224098928794
PP5,0.22733156990666875,-0.004646906158551428,wesley,0.07899924870164445,312.19837579322467,44.3646,41.0,-66.2104,N2  ,734780.7638888889,75.33856678672458,-0.08813063430850414,-0.278224098928794
PP5,1.2438130509565597,-0.04420275667923612,wesley,0.08051140067044102,339.7196806299215,44.3646,47.0,-66.2104,M2  ,734780.7638888889,76.61273811485589,-0.08813063430850414,-0.278224098928794
PP5,0.26317324461898195,-0.030400707807157243,wesley,0.08333333333333333,326.694542347714,44.3646,56.0,-66.2104,S2  ,734780.7638888889,75.40377805748682,-0.08813063430850414,-0.278224098928794
PP5,0.2393093473740722,-0.025345807624620992,wesley,0.08356149244303412,144.43790418639065,44.3646,58.0,-66.2104,K2  ,734780.7638888889,80.66226951331561,-0.08813063430850414,-0.278224098928794
